Date,Year,Month_Num,Month_Name,Quarter,Quarter_Label,Week_Num,Day_Name,Day_Num,Is_Weekend,Is_Month_Start,Is_Month_End
2018-08-24,2018,8,August,3,Q3 2018,34,Friday,24,0,0,0
2018-08-25,2018,8,August,3,Q3 2018,34,Saturday,25,1,0,0
2018-08-26,2018,8,August,3,Q3 2018,34,Sunday,26,1,0,0
2018-08-27,2018,8,August,3,Q3 2018,35,Monday,27,0,0,0
2018-08-28,2018,8,August,3,Q3 2018,35,Tuesday,28,0,0,0
2018-08-29,2018,8,August,3,Q3 2018,35,Wednesday,29,0,0,0
2018-08-30,2018,8,August,3,Q3 2018,35,Thursday,30,0,0,0
2018-08-31,2018,8,August,3,Q3 2018,35,Friday,31,0,0,1
2018-09-01,2018,9,September,3,Q3 2018,35,Saturday,1,1,1,0
2018-09-02,2018,9,September,3,Q3 2018,35,Sunday,2,1,0,0
2018-09-03,2018,9,September,3,Q3 2018,36,Monday,3,0,0,0
2018-09-04,2018,9,September,3,Q3 2018,36,Tuesday,4,0,0,0
2018-09-05,2018,9,September,3,Q3 2018,36,Wednesday,5,0,0,0
2018-09-06,2018,9,September,3,Q3 2018,36,Thursday,6,0,0,0
2018-09-07,2018,9,September,3,Q3 2018,36,Friday,7,0,0,0
2018-09-08,2018,9,September,3,Q3 2018,36,Saturday,8,1,0,0
2018-09-09,2018,9,September,3,Q3 2018,36,Sunday,9,1,0,0
2018-09-10,2018,9,September,3,Q3 2018,37,Monday,10,0,0,0
2018-09-11,2018,9,September,3,Q3 2018,37,Tuesday,11,0,0,0
2018-09-12,2018,9,September,3,Q3 2018,37,Wednesday,12,0,0,0
2018-09-13,2018,9,September,3,Q3 2018,37,Thursday,13,0,0,0
2018-09-14,2018,9,September,3,Q3 2018,37,Friday,14,0,0,0
2018-09-15,2018,9,September,3,Q3 2018,37,Saturday,15,1,0,0
2018-09-16,2018,9,September,3,Q3 2018,37,Sunday,16,1,0,0
2018-09-17,2018,9,September,3,Q3 2018,38,Monday,17,0,0,0
2018-09-18,2018,9,September,3,Q3 2018,38,Tuesday,18,0,0,0
2018-09-19,2018,9,September,3,Q3 2018,38,Wednesday,19,0,0,0
2018-09-20,2018,9,September,3,Q3 2018,38,Thursday,20,0,0,0
2018-09-21,2018,9,September,3,Q3 2018,38,Friday,21,0,0,0
2018-09-22,2018,9,September,3,Q3 2018,38,Saturday,22,1,0,0
2018-09-23,2018,9,September,3,Q3 2018,38,Sunday,23,1,0,0
2018-09-24,2018,9,September,3,Q3 2018,39,Monday,24,0,0,0
2018-09-25,2018,9,September,3,Q3 2018,39,Tuesday,25,0,0,0
2018-09-26,2018,9,September,3,Q3 2018,39,Wednesday,26,0,0,0
2018-09-27,2018,9,September,3,Q3 2018,39,Thursday,27,0,0,0
2018-09-28,2018,9,September,3,Q3 2018,39,Friday,28,0,0,0
2018-09-29,2018,9,September,3,Q3 2018,39,Saturday,29,1,0,0
2018-09-30,2018,9,September,3,Q3 2018,39,Sunday,30,1,0,1
2018-10-01,2018,10,October,4,Q4 2018,40,Monday,1,0,1,0
2018-10-02,2018,10,October,4,Q4 2018,40,Tuesday,2,0,0,0
2018-10-03,2018,10,October,4,Q4 2018,40,Wednesday,3,0,0,0
2018-10-04,2018,10,October,4,Q4 2018,40,Thursday,4,0,0,0
2018-10-05,2018,10,October,4,Q4 2018,40,Friday,5,0,0,0
2018-10-06,2018,10,October,4,Q4 2018,40,Saturday,6,1,0,0
2018-10-07,2018,10,October,4,Q4 2018,40,Sunday,7,1,0,0
2018-10-08,2018,10,October,4,Q4 2018,41,Monday,8,0,0,0
2018-10-09,2018,10,October,4,Q4 2018,41,Tuesday,9,0,0,0
2018-10-10,2018,10,October,4,Q4 2018,41,Wednesday,10,0,0,0
2018-10-11,2018,10,October,4,Q4 2018,41,Thursday,11,0,0,0
2018-10-12,2018,10,October,4,Q4 2018,41,Friday,12,0,0,0
2018-10-13,2018,10,October,4,Q4 2018,41,Saturday,13,1,0,0
2018-10-14,2018,10,October,4,Q4 2018,41,Sunday,14,1,0,0
2018-10-15,2018,10,October,4,Q4 2018,42,Monday,15,0,0,0
2018-10-16,2018,10,October,4,Q4 2018,42,Tuesday,16,0,0,0
2018-10-17,2018,10,October,4,Q4 2018,42,Wednesday,17,0,0,0
2018-10-18,2018,10,October,4,Q4 2018,42,Thursday,18,0,0,0
2018-10-19,2018,10,October,4,Q4 2018,42,Friday,19,0,0,0
2018-10-20,2018,10,October,4,Q4 2018,42,Saturday,20,1,0,0
2018-10-21,2018,10,October,4,Q4 2018,42,Sunday,21,1,0,0
2018-10-22,2018,10,October,4,Q4 2018,43,Monday,22,0,0,0
2018-10-23,2018,10,October,4,Q4 2018,43,Tuesday,23,0,0,0
2018-10-24,2018,10,October,4,Q4 2018,43,Wednesday,24,0,0,0
2018-10-25,2018,10,October,4,Q4 2018,43,Thursday,25,0,0,0
2018-10-26,2018,10,October,4,Q4 2018,43,Friday,26,0,0,0
2018-10-27,2018,10,October,4,Q4 2018,43,Saturday,27,1,0,0
2018-10-28,2018,10,October,4,Q4 2018,43,Sunday,28,1,0,0
2018-10-29,2018,10,October,4,Q4 2018,44,Monday,29,0,0,0
2018-10-30,2018,10,October,4,Q4 2018,44,Tuesday,30,0,0,0
2018-10-31,2018,10,October,4,Q4 2018,44,Wednesday,31,0,0,1
